סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1057      ,נווה זוהר                ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,71        ,4         ,6         ,22        ,7         ,17        ,15
1058      ,שדה ניצן                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,504       ,17        ,91        ,163       ,85        ,39        ,109
1059      ,כסיפה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18014     ,3223      ,6141      ,6696      ,1032      ,491       ,431
1060      ,לקיה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,15632     ,2652      ,5306      ,5781      ,1048      ,449       ,396
1061      ,נצרת עילית               ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,51472     ,3541      ,7588      ,17442     ,6312      ,5504      ,11085
1063      ,מעלות-תרשיחא             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,24967     ,1791      ,4641      ,8820      ,3091      ,2622      ,4002
1064      ,אמירים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,929       ,82        ,220       ,317       ,130       ,70        ,110
1065      ,זמרת                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,673       ,99        ,205       ,225       ,55        ,46        ,43
1066      ,בני עי"ש                 ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,7527      ,525       ,1184      ,2474      ,928       ,862       ,1554
1067      ,דוב"ב                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,505       ,46        ,99        ,187       ,62        ,47        ,64
